"date","description","original_description","amount","transaction_type","category","account_name","labels","notes"
"10/10/2017","Goodwill Industries","GOODWILL BALLARD","30.76","debit","Shopping","Alaska Airlines Visa Signature","",""
"10/10/2017","Project Fi G","GOOGLE *PROJECT FI g.co/helppay#CA","79.23","debit","Mobile Phone","Alaska Airlines Visa Signature","",""
"10/10/2017","Bk Amer Online","BK OF AMER MC    ONLINE PMT CKF958241099POS WEB ID: 9500000000","535.00","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"10/09/2017","Fred Meyer","FRED-MEYER #0122 SEATTLE WA","31.35","debit","Groceries","Alaska Airlines Visa Signature","",""
"10/09/2017","Merchants Cafe Sal","MERCHANTS CAFE AND SAL SEATTLE WA","17.32","debit","Restaurants","Alaska Airlines Visa Signature","",""
"10/09/2017","Mohhani Tire House LLC","MOHHANI TIRE HOUSE , L SEATTLE WA","16.56","debit","Service & Parts","Alaska Airlines Visa Signature","",""
"10/09/2017","Subway","SUBWAY 01466374 SEATTLE WA","11.00","debit","Restaurants","Alaska Airlines Visa Signature","",""
"10/09/2017","Woodskys","WOODSKYS SEATTLE WA","12.00","debit","Restaurants","Alaska Airlines Visa Signature","",""
"10/09/2017","Ltd Bar & Grill Inc","LTD BAR GRILL SEATTLE WA","12.00","debit","Restaurants","Alaska Airlines Visa Signature","",""
"10/09/2017","Chevron","CHEVRON 0091209 SEATTLE WA","46.81","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"10/09/2017","Millheads Hair Cutting Company","MILLHEADS HAIR CUTTING COSEATTLE WA","40.25","debit","Hair","Alaska Airlines Visa Signature","",""
"10/09/2017","Nuna Ramen","SQ *NUNA RAMEN SEATTLE WA","13.11","debit","Restaurants","Alaska Airlines Visa Signature","",""
"10/06/2017","Chavoya Hot Dogs","SQ *CHAVOYA'S HOT DOGS Seattle WA","7.88","debit","Restaurants","Alaska Airlines Visa Signature","",""
"10/06/2017","Ba Electronic","BA ELECTRONIC PAYMENT","535.00","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"10/06/2017","Mf 4th Madison","MF 4TH AND MADISON SEATTLE WA","12.23","debit","Restaurants","Alaska Airlines Visa Signature","",""
"10/06/2017","Lucky","SQ *LUCKY ENVELOPE BREWINSeattle WA","12.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"10/06/2017","Flying Bike Cooperative Brewery","FLYING BIKE COOPERATIVE BSEATTLE WA","12.00","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"10/05/2017","Wasabi Express","WASABI EXPRESS SEATTLE WA","12.10","debit","Restaurants","Alaska Airlines Visa Signature","",""
"10/05/2017","Rental Car & Taxi","CAR2GO 877-488-4224 DC10/04","6.48","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"10/04/2017","Google","GOOGLE *Google Music 855-836-3987 CA         10/04","8.80","debit","Subscription_Service","PREMIER PLUS CKG","",""
"10/04/2017","Rental Car & Taxi","CAR2GO 877-488-4224 DC10/03","9.13","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"10/04/2017","Peach Labs Https","PEACH LABS INC HTTPS://WWW.P WA10/03","12.10","debit","Restaurants","PREMIER PLUS CKG","",""
"10/04/2017","Capitol Coffee Work","SQ *CAPITOL COFFEE WORK SeattleWA           10/03","3.63","debit","Coffee Shops","PREMIER PLUS CKG","",""
"10/03/2017","Sportsman's","DER SPORTSMANN LEAVENWORTH WA","86.72","debit","Sporting Goods","Alaska Airlines Visa Signature","",""
"10/03/2017","Jimmy John's","JIMMY JOHNS # 690 - E 206-621-9500 WA        10/02","10.68","debit","Restaurants","PREMIER PLUS CKG","",""
"10/02/2017","Icicle Brewing Co","ICICLE BREWING COMPANY LEAVENWORTH WA        10/01","6.25","debit","Business Services","PREMIER PLUS CKG","",""
"10/02/2017","Leavenworth Sausage Leavenworth","LEAVENWORTH SAUSAGE LEAVENWORTHT WA         10/01","7.05","debit","Restaurants","PREMIER PLUS CKG","",""
"10/02/2017","Auto Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","204.23","debit","Auto Insurance","PREMIER PLUS CKG","",""
"10/02/2017","Auto Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","10.28","debit","Auto Insurance","PREMIER PLUS CKG","",""
"10/02/2017","Coles","COLES CORNER MA LEAVENWORTH WA09/30","30.71","debit","Groceries","PREMIER PLUS CKG","",""
"10/02/2017","Washington Post","Payment to The Washington Post","9.99","debit","Subscription_Service","PayPal Account","",""
"10/01/2017","Patreon","Payment to Patreon","5.00","debit","Entertainment","PayPal Account","",""
"9/30/2017","Union 76","76","20.49","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"9/30/2017","Sound Sports Inc","SOUND SPORTS INC SEATTLE WA","71.54","debit","Clothing","Alaska Airlines Visa Signature","",""
"9/29/2017","ATM Fee","NON-CHASE ATM WITHDRAW404107  09/2934135  ST","3.00","debit","ATM Fee","PREMIER PLUS CKG","",""
"9/29/2017","ATM Withdrawal","NON-CHASE ATM WITHDRAW404107  09/2934135  ST","80.00","debit","Shopping","PREMIER PLUS CKG","",""
"9/29/2017","Gold Bar Fam","GOLD BAR FAM GRO 1111 GOLD BAR WA    748644  09/29","12.47","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"9/29/2017","Seattleutilties Web Pay","SEATTLEUTILTIES  WEB_PAY    13198783091117  WEB ID: 1916001275","50.97","debit","Utilities","PREMIER PLUS CKG","",""
"9/29/2017","Vimo Direct Dep","VIMO INC         DIRECT DEPPPD ID: 9111111101","1857.37","credit","Paycheck","PREMIER PLUS CKG","",""
"9/27/2017","Pier 1 Imports","812 PIER 54 KIDD V SEATTLE WA09/25","10.55","debit","Furnishings","PREMIER PLUS CKG","",""
"9/27/2017","Tickets.Com","TICKETLEAPTICKETS COM 877-8495327 PA         09/26","22.00","debit","Entertainment","PREMIER PLUS CKG","",""
"9/27/2017","New York Times","Payment to The New York Times Co.","15.00","debit","Subscription_Service","PayPal Account","",""
"9/25/2017","Chevron","CHEVRON 0091209 SEATTLE WA","31.09","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"9/25/2017","Goodwill Industries","GOODWILL BALLARD","63.78","debit","Shopping","Alaska Airlines Visa Signature","",""
"9/25/2017","Caffe Vita","SQ *CAFFE VITA Seattle WA09/23","18.98","debit","Coffee Shops","PREMIER PLUS CKG","",""
"9/25/2017","Lennys Fruit Vegtab","LENNYS FRUIT AND VEGTAB SEATTLEWA           09/23","31.86","debit","Groceries","PREMIER PLUS CKG","",""
"9/25/2017","Crown Hill Groc","CROWN HILL GROC SEATTLE WA09/23","64.85","debit","Groceries","PREMIER PLUS CKG","",""
"9/25/2017","Subway","SUBWAY        01466374 SEATTLE WA            09/22","11.00","debit","Restaurants","PREMIER PLUS CKG","",""
"9/25/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        09/23","8.10","debit","Shopping","PREMIER PLUS CKG","",""
"9/22/2017","Peddler Brewing Company","SQ *PEDDLER BREWING COM SeattleWA           09/22","11.50","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"9/22/2017","Tickets.Com","BOLDTYPETICKETS.COM BOLDTYPETICKE WA         09/21","34.49","debit","Entertainment","PREMIER PLUS CKG","",""
"9/22/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        09/22","29.97","debit","Shopping","PREMIER PLUS CKG","",""
"9/22/2017","Jimmy John's","JIMMY JOHNS # 690 - E 206-621-9500 WA        09/21","10.68","debit","Restaurants","PREMIER PLUS CKG","",""
"9/21/2017","Peach Labs Https","PEACH LABS INC HTTPS://WWW.P WA09/20","12.10","debit","Restaurants","PREMIER PLUS CKG","",""
"9/21/2017","Safeway","SAFEWAY STORE  1845 SEATTLE WA634749  09/20","15.15","debit","Groceries","PREMIER PLUS CKG","",""
"9/21/2017","Rental Car & Taxi","CAR2GO 877-488-4224 DC09/20","8.19","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"9/21/2017","Rental Car & Taxi","CAR2GO 877-488-4224 DC09/20","11.49","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"9/20/2017","Quiznos","QUIZNOS #3372 SEATTLE WA09/19","8.95","debit","Restaurants","PREMIER PLUS CKG","",""
"9/19/2017","Walla Walla Farms Cafe","WALLA WALLA FARMS CAFE SEATTLE WA            09/18","11.56","debit","Restaurants","PREMIER PLUS CKG","",""
"9/19/2017","Melvin Brewing Bellingha","MELVIN BREWING COMPANY BELLINGHAM WA         09/17","7.52","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"9/19/2017","Rental Car & Taxi","CAR2GO 877-488-4224 DC09/18","3.30","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"9/19/2017","Bayou On Bay","BAYOU ON BAY BELLINGHAM WA09/17","18.22","debit","Restaurants","PREMIER PLUS CKG","",""
"9/18/2017","Chaco Canyon Organic","Chaco Canyon Organic Ca chaco WA09/16","15.72","debit","Restaurants","PREMIER PLUS CKG","",""
"9/18/2017","Rental Car & Taxi","CAR2GO 877-488-4224 DC09/17","5.42","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"9/18/2017","Jimmy John's","JIMMY JOHNS # 690 - E 206-621-9500 WA        09/15","10.68","debit","Restaurants","PREMIER PLUS CKG","",""
"9/18/2017","Goodwill Industries","Goodwill Ballar 6400 8 SEATTLE WA    961558  09/16","28.58","debit","Shopping","PREMIER PLUS CKG","",""
"9/18/2017","Interest","INTEREST PAYMENT","0.25","credit","Interest Income","PREMIER PLUS CKG","",""
"9/18/2017","Fred Meyer","FRED MEYE FRED MEYER 1 SEATTLE WA            09/18","9.99","debit","Groceries","PREMIER PLUS CKG","",""
"9/18/2017","CenturyLink","CENTURYLINK      AUTO PAYPPD ID: 9ATP027380","92.99","debit","Internet","PREMIER PLUS CKG","",""
"9/18/2017","Green Bean Coffeeho","SQ *GREEN BEAN COFFEEHO SeattleWA           09/17","7.50","debit","Coffee Shops","PREMIER PLUS CKG","",""
"9/18/2017","The Local","SQ *THE LOCAL PUBLIC HO Bellingham WA        09/17","18.12","debit","Restaurants","PREMIER PLUS CKG","",""
"9/16/2017","Mensunderwearstore.com","Purchase from MensUnderwearStore.com","52.00","debit","Shopping","PayPal Account","",""
"9/15/2017","Quiznos","QUIZNOS #3372 SEATTLE WA09/14","8.95","debit","Restaurants","PREMIER PLUS CKG","",""
"9/15/2017","Kens Market Inc","KEN'S MARKET #7 SEATTLE WA09/14","20.51","debit","Groceries","PREMIER PLUS CKG","",""
"9/15/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        09/14","8.95","debit","Shopping","PREMIER PLUS CKG","",""
"9/15/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        09/14","87.96","debit","Shopping","PREMIER PLUS CKG","",""
"9/15/2017","Dock","THE DOCK SEATTLE WA09/13","31.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"9/15/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           09/13","14.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"9/15/2017","Vimo Direct Dep","VIMO INC         DIRECT DEPPPD ID: 9111111101","1857.35","credit","Paycheck","PREMIER PLUS CKG","",""
"9/15/2017","Netflix","Payment to Netflix.com","10.96","debit","Subscription_Service","PayPal Account","",""
"9/14/2017","Peach Labs Https","PEACH LABS INC HTTPS://WWW.P WA09/13","14.30","debit","Restaurants","PREMIER PLUS CKG","",""
"9/13/2017","Subway","SUBWAY        01466374 SEATTLE WA            09/12","9.57","debit","Restaurants","PREMIER PLUS CKG","",""
"9/13/2017","Postmates Judy Fus","POSTMATES JUDY FUS S HTTPSPOSTMATE CA        09/12","23.90","debit","Restaurants","PREMIER PLUS CKG","",""
"9/12/2017","Chevron","CHEVRON 0091209 SEATTLE WA","167.01","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"9/12/2017","Fresh & Easy","SQ *WORLD FRESH EATERY Seattle WA            09/11","11.64","debit","Restaurants","PREMIER PLUS CKG","",""
"9/12/2017","Seattle Meter Parking","SEATTLE METER PARKING SEATTLE WA09/11","1.25","debit","Parking","PREMIER PLUS CKG","",""
"9/11/2017","Yard Cafe Seattle","THE YARD CAFE SEATTLE WA09/10","33.73","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"9/11/2017","Check 252","CHECK 252","1305.00","debit","Mortgage & Rent","PREMIER PLUS CKG","",""
"9/11/2017","Linda's Tavern Inc","LINDAS TAVERN INC SEATTLE WA09/08","10.00","debit","Restaurants","PREMIER PLUS CKG","",""
"9/11/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           09/08","20.06","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"9/11/2017","Subway","SUBWAY        01466374 SEATTLE WA            09/08","11.00","debit","Restaurants","PREMIER PLUS CKG","",""
"9/10/2017","Lyft","Payment to Lyft","16.33","debit","Rental Car & Taxi","PayPal Account","",""
"9/09/2017","Lyft","PaymentTo Lyft","16.33","debit","Rental Car & Taxi","PayPal Account","",""
"9/08/2017","Reubens Brews","SQ *REUBEN'S BREWS LLC Seattle WA            09/07","11.50","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"9/08/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           09/06","24.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"9/08/2017","Taco Del Mar","TACO DEL MAR 400021287 SEATTLE WA            09/07","9.07","debit","Restaurants","PREMIER PLUS CKG","",""
"9/08/2017","Ferry Noodle House","FERRY NOODLE HOUSE SEATTLE WA09/06","10.91","debit","Restaurants","PREMIER PLUS CKG","",""
"9/07/2017","Bk Amer Online","BK OF AMER MC    ONLINE PMT CKF958241099POS WEB ID: 9500000000","224.02","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"9/06/2017","Ba Electronic","BA ELECTRONIC PAYMENT","224.02","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"9/06/2017","Project Fi G","GOOGLE *PROJECT FI g.co/helppay#CA          09/06","57.21","debit","Mobile Phone","PREMIER PLUS CKG","",""
"9/06/2017","Conor Byrne","CONOR BYRNE SEATTLE WA09/05","25.57","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"9/06/2017","Jimmy John's","JIMMY JOHNS # 690 - E 206-621-9500 WA        09/05","11.77","debit","Restaurants","PREMIER PLUS CKG","",""
"9/06/2017","Airbnb Payments N","AIRBNB PAYMENTS  N7XNZRDYSUPPD ID: 3263051428","132.00","credit","Income","PREMIER PLUS CKG","",""
"9/05/2017","Union 76","76","41.62","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"9/05/2017","Kens Market Inc","KEN'S MARKET #75-11 SEATTLE WA","52.75","debit","Groceries","Alaska Airlines Visa Signature","",""
"9/05/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        09/01","84.74","debit","Shopping","PREMIER PLUS CKG","",""
"9/05/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        09/02","19.37","debit","Shopping","PREMIER PLUS CKG","",""
"9/05/2017","Google","GOOGLE *Google Music 855-836-3987 CA         09/04","8.80","debit","Subscription_Service","PREMIER PLUS CKG","",""
"9/05/2017","Ferry Noodle House","FERRY NOODLE HOUSE SEATTLE WA09/01","12.01","debit","Restaurants","PREMIER PLUS CKG","",""
"9/05/2017","Great Clips","2459 GREAT CLIPS AT GRE SEATTLEWA           09/03","25.00","debit","Hair","PREMIER PLUS CKG","",""
"9/04/2017","Washington Post","Payment to The Washington Post","9.99","debit","Subscription_Service","PayPal Account","",""
"9/03/2017","Mensunderwearstore.com","Purchase from MensUnderwearStore.com","54.43","debit","Clothing","PayPal Account","",""
"9/02/2017","Mensunderwearstore.com","PurchaseFrom MensUnderwearStore.com","54.43","debit","Internet","PayPal Account","",""
"9/01/2017","Auto Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","10.28","debit","Auto Insurance","PREMIER PLUS CKG","",""
"9/01/2017","Road Runner Sports","ROAD RUNNER SPORTS-102 SEATTLE WA            09/01","9.55","debit","Sporting Goods","PREMIER PLUS CKG","",""
"9/01/2017","Auto Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","204.23","debit","Auto Insurance","PREMIER PLUS CKG","",""
"9/01/2017","Vimo Direct Dep","VIMO INC         DIRECT DEPPPD ID: 9111111101","1857.37","credit","Paycheck","PREMIER PLUS CKG","",""
"9/01/2017","Jimmy John's","JIMMY JOHNS # 690 - E 206-621-9500 WA        08/31","10.68","debit","Restaurants","PREMIER PLUS CKG","",""
"9/01/2017","Patreon","Payment to Patreon","5.00","debit","Entertainment","PayPal Account","",""
"8/31/2017","Toledo","THE TOLEDO SEATTLE WA08/31","14.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/31/2017","Peach Labs Https","PEACH LABS INC HTTPS://WWW.P WA08/30","12.10","debit","Restaurants","PREMIER PLUS CKG","",""
"8/31/2017","Cone Steiner Stad","CONE AND STEINER - STAD SEATTLEWA           08/29","18.15","debit","Groceries","PREMIER PLUS CKG","",""
"8/31/2017","Keeper Security","Payment to Keeper Security Inc.","39.98","debit","Subscription_Service","PayPal Account","",""
"8/30/2017","Keeper Security","PaymentTo Keeper Security Inc.","39.98","debit","Subscription_Service","PayPal Account","",""
"8/30/2017","Subway","SUBWAY        01466374 SEATTLE WA            08/29","9.57","debit","Restaurants","PREMIER PLUS CKG","",""
"8/30/2017","Conor Byrne","CONOR BYRNE SEATTLE WA08/29","14.22","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/30/2017","New York Times","Payment to The New York Times Co.","15.00","debit","Subscription_Service","PayPal Account","",""
"8/29/2017","Pier 1 Imports","812 PIER 54 KIDD V SEATTLE WA08/28","9.89","debit","Furnishings","PREMIER PLUS CKG","",""
"8/28/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           08/24","11.25","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/28/2017","Airbnb Payments U","AIRBNB PAYMENTS  7U6EM3FYRGPPD ID: 3263051428","126.00","credit","Income","PREMIER PLUS CKG","",""
"8/28/2017","The Peach & The Pig LLC","THE PEACH & THE PIG BELLEVUE WA08/26","13.00","debit","Restaurants","PREMIER PLUS CKG","",""
"8/28/2017","Peddler Brewing Company","SQ *PEDDLER BREWING COM SeattleWA           08/26","5.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/28/2017","Caffe Vita","SQ *CAFFE VITA Seattle WA08/25","18.98","debit","Coffee Shops","PREMIER PLUS CKG","",""
"8/28/2017","Halal Guys","THE HALAL GUYS SEATTLE WA08/25","13.14","debit","Groceries","PREMIER PLUS CKG","",""
"8/28/2017","Crown Hill Grocery","CROWN HILL GROCERY SEATTLE WA","81.00","debit","Groceries","Alaska Airlines Visa Signature","",""
"8/26/2017","Vogue Cycling","Purchase from Vogue Cycling","64.98","debit","Shopping","PayPal Account","",""
"8/26/2017","Lyft","Payment to Lyft","18.70","debit","Rental Car & Taxi","PayPal Account","",""
"8/25/2017","Fred Meyer","FRED MEYE FRED MEYER 1 SEATTLE WA            08/24","8.03","debit","Groceries","PREMIER PLUS CKG","",""
"8/25/2017","Jimmy John's","JIMMY JOHNS # 690 SEATTLE WA08/24","8.03","debit","Restaurants","PREMIER PLUS CKG","",""
"8/25/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           08/23","20.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/24/2017","Peach Labs Https","PEACH LABS INC HTTPS://WWW.P WA08/23","7.71","debit","Restaurants","PREMIER PLUS CKG","",""
"8/24/2017","Post Alley Pizza","POST ALLEY PIZZA SEATTLE WA08/22","9.55","debit","Restaurants","PREMIER PLUS CKG","",""
"8/22/2017","USPS","USPS PO 54761100 909 1 SEATTLE WA    506640  08/22","7.15","debit","Shipping","PREMIER PLUS CKG","",""
"8/22/2017","Amazon","Amazon.com AMZN.COM/BILL WA08/22","4.10","debit","Shopping","PREMIER PLUS CKG","",""
"8/22/2017","Rental Car & Taxi","CAR2GO 877-488-4224 DC08/21","4.07","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"8/22/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        08/21","13.97","debit","Shopping","PREMIER PLUS CKG","",""
"8/22/2017","Amazon","Amazon.com AMZN.COM/BILL WA08/21","16.12","debit","Shopping","PREMIER PLUS CKG","",""
"8/22/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        08/21","41.29","debit","Shopping","PREMIER PLUS CKG","",""
"8/22/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           08/20","84.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/22/2017","Airbnb Payments Xdop","AIRBNB PAYMENTS  7XDOP7GYXVPPD ID: 3263051428","63.05","credit","Income","PREMIER PLUS CKG","",""
"8/21/2017","Goodwill Industries","GOODWILL BALLARD","71.52","debit","Shopping","Alaska Airlines Visa Signature","",""
"8/21/2017","Quality F E","QUALITY F 460 E NORTH NORTH BENDWA          08/20","11.98","debit","Groceries","PREMIER PLUS CKG","",""
"8/21/2017","Chucks Hop Shop","SQ *GREENWOOD CHUCK'S H SeattleWA           08/19","15.40","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/21/2017","ATM Withdrawal","ATM WITHDRAWAL007992  08/198500 GREE","300.00","debit","Shopping","PREMIER PLUS CKG","",""
"8/21/2017","Lucky","SQ *LUCKY ENVELOPE BREW SeattleWA           08/19","24.15","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/21/2017","Rental Car & Taxi","CAR2GO 877-488-4224 DC08/19","6.95","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"8/21/2017","Subway","SUBWAY        01466374 SEATTLE WA            08/18","11.00","debit","Restaurants","PREMIER PLUS CKG","",""
"8/21/2017","Paypal Transfer Ppd","PAYPAL           TRANSFERPPD ID: PAYPALSD11","500.00","credit","Transfer","PREMIER PLUS CKG","",""
"8/20/2017","Transfer Bank Account","Transfer to Bank Account","500.00","debit","Transfer","PayPal Account","",""
"8/19/2017","Transferto Bank Account","TransferTo Bank Account","500.00","debit","Transfer","PayPal Account","",""
"8/18/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           08/16","13.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/18/2017","Ultrasignup Nv","ULTRASIGNUP 415-350-6681 NV08/16","107.53","debit","Sports","PREMIER PLUS CKG","",""
"8/18/2017","Mediterranean Mix","MEDITERRANEAN MIX SEATTLE WA08/16","10.40","debit","Restaurants","PREMIER PLUS CKG","",""
"8/18/2017","Vimo Direct Dep","VIMO INC         DIRECT DEPPPD ID: 9111111101","1857.36","credit","Paycheck","PREMIER PLUS CKG","",""
"8/17/2017","Check 224","CHECK 224","1305.00","debit","Mortgage & Rent","PREMIER PLUS CKG","",""
"8/17/2017","Cone Steiner Stad","CONE AND STEINER - STAD SEATTLEWA           08/14","15.84","debit","Groceries","PREMIER PLUS CKG","",""
"8/17/2017","Airbnb Payments H","AIRBNB PAYMENTS  H3URKYMX7FPPD ID: 3263051428","126.00","credit","Income","PREMIER PLUS CKG","",""
"8/16/2017","Peach Labs Https","PEACH LABS INC HTTPS://WWW.P WA08/15","9.90","debit","Restaurants","PREMIER PLUS CKG","",""
"8/16/2017","CenturyLink","CENTURYLINK      AUTO PAYPPD ID: 9ATP027380","64.97","debit","Internet","PREMIER PLUS CKG","",""
"8/15/2017","Interest","INTEREST PAYMENT","0.20","credit","Interest Income","PREMIER PLUS CKG","",""
"8/15/2017","Dept Education Student","DEPT EDUCATION   STUDENT LNPPD ID: 9102001001","0.03","debit","Student Loan","PREMIER PLUS CKG","",""
"8/15/2017","ATM Withdrawal","ATM WITHDRAWAL009488  08/145511 22ND","60.00","debit","Shopping","PREMIER PLUS CKG","",""
"8/15/2017","Netflix","Payment to Netflix.com","10.96","debit","Subscription_Service","PayPal Account","",""
"8/14/2017","El Chupacabra","EL CHUPACABRA SEATTLE WA08/13","21.47","debit","Restaurants","PREMIER PLUS CKG","",""
"8/14/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        08/13","32.99","debit","Shopping","PREMIER PLUS CKG","",""
"8/14/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           08/12","17.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/14/2017","ATM Withdrawal","ATM WITHDRAWAL005778  08/128500 GREE","260.00","debit","Shopping","PREMIER PLUS CKG","",""
"8/14/2017","Flying BIke","FLYING BIKE COOPERATIVE SEATTLEWA           08/11","18.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/14/2017","ATM Withdrawal","ATM WITHDRAWAL005467  08/118500 GREE","60.00","debit","Shopping","PREMIER PLUS CKG","",""
"8/14/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        08/12","51.98","debit","Shopping","PREMIER PLUS CKG","",""
"8/14/2017","Jimmy John's","JIMMY JOHNS # 690 - E 206-621-9500 WA        08/11","10.68","debit","Restaurants","PREMIER PLUS CKG","",""
"8/11/2017","Lyft","Payment to Lyft","16.50","debit","Rental Car & Taxi","PayPal Account","",""
"8/11/2017","Baja Taco","BAJA TACO SEATTLE WA08/10","7.88","debit","Restaurants","PREMIER PLUS CKG","",""
"8/11/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           08/09","9.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/11/2017","Peach Labs Https","PEACH LABS INC HTTPS://WWW.P WA08/09","10.17","debit","Restaurants","PREMIER PLUS CKG","",""
"8/09/2017","Chucks Hop Shop","SQ *GREENWOOD CHUCK'S H SeattleWA           08/08","20.24","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/09/2017","Subway","SUBWAY        01466374 SEATTLE WA            08/08","8.80","debit","Restaurants","PREMIER PLUS CKG","",""
"8/09/2017","Conor Byrne","CONOR BYRNE SEATTLE WA08/08","15.22","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/09/2017","Airbnb Payments Cgyqfizme","AIRBNB PAYMENTS  CGYQFIZME7PPD ID: 3263051428","375.00","credit","Income","PREMIER PLUS CKG","",""
"8/08/2017","Goodwill Industries","GOODWILL BALLARD","44.00","debit","Shopping","Alaska Airlines Visa Signature","",""
"8/08/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        08/08","66.98","debit","Shopping","PREMIER PLUS CKG","",""
"8/08/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           08/05","14.40","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/08/2017","Airbnb Payments Vyxisp","AIRBNB PAYMENTS  VYXISP6KVCPPD ID: 3263051428","59.00","credit","Income","PREMIER PLUS CKG","",""
"8/07/2017","Ba Electronic","BA ELECTRONIC PAYMENT","1023.62","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"8/07/2017","Second Base","SECOND BASE SEATTLE WA","27.50","debit","Sporting Goods","Alaska Airlines Visa Signature","",""
"8/07/2017","Bk Amer Online","BK OF AMER MC    ONLINE PMT CKF958241099POS WEB ID: 9500000000","1023.62","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"8/07/2017","Chucks Hop Shop","SQ *GREENWOOD CHUCK'S H SeattleWA           08/06","29.89","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/07/2017","Project Fi G","GOOGLE *PROJECT FI g.co/helppay#CA          08/06","64.14","debit","Mobile Phone","PREMIER PLUS CKG","",""
